Type_of_client;Age;Gender;Favorite_batter;Favorite_filling;Favorite_frosting;More_toppings;Topping_examples;Configuration;Frequency_of_buying;Occasion;Interest_in_seasonality;Seasonal_option;Product_type;Willingness_to_pay
Adult;59.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Slice;Sporadic;Gathering;No;None;Slice;2.70 €
Kid;7.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Nuts;Cupcake;Monthly;Snack;No;None;Cupcake;3.60 €
Adult;33.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;Yes;Fruits;Whole cake;Sporadic;Gathering;Yes;Halloween;Whole cake;21.00 €
Adult;65.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Weekly;Work event;Yes;Halloween;Slice;3.00 €
Adult;64.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Work event;No;None;Whole cake;10.10 €
Adult;48.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Wedding;No;None;Whole cake;38.10 €
Adult;37.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Monthly;Wedding;No;None;Whole cake;27.80 €
Adult;57.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Slice;Weekly;Gathering;Yes;Fall;Slice;3.80 €
Adult;52.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;Yes;Chocolate chips;Whole cake;Monthly;Wedding;No;None;Whole cake;37.70 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Edible flowers;Slice;Daily;Birthday;No;None;Slice;4.20 €
Adult;23.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Whole cake;Weekly;Work event;Yes;Easter;Whole cake;13.80 €
Adult;18.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;34.60 €
Kid;17.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Birthday;Yes;Fall;Cupcake;4.10 €
Adult;22.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Monthly;Wedding;No;None;Whole cake;21.90 €
Kid;16.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Nuts;Slice;Daily;Celebration;No;None;Slice;1.40 €
Adult;23.0;Masculine;Carrot;Lemon curd;Chocolate glaze;No;None;Whole cake;Sporadic;Gathering;No;None;Whole cake;27.30 €
Kid;12.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Edible flowers;Cupcake;Weekly;Birthday;No;None;Cupcake;1.80 €
Kid;16.0;Masculine;Red Velvet;Chocolate ganache;Whipped cream;No;None;Slice;Weekly;Celebration;No;None;Slice;1.60 €
Kid;16.0;Masculine;Red Velvet;Chocolate ganache;Whipped cream;Yes;Chocolate chips;Cupcake;Daily;Snack;Yes;Christmas;Cupcake;1.00 €
Adult;46.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;83.10 €
Adult;60.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Slice;Weekly;Gathering;No;None;Slice;3.10 €
Adult;20.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;14.20 €
Adult;39.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Gathering;No;None;Slice;5.20 €
Adult;26.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;13.80 €
Adult;54.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;5.60 €
Adult;56.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;Yes;Christmas;Whole cake;39.30 €
Adult;22.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;28.00 €
Adult;54.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Slice;Sporadic;Gathering;No;None;Slice;5.70 €
Adult;32.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;20.30 €
Adult;51.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Slice;Weekly;Work event;No;None;Slice;2.30 €
Adult;24.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;Yes;Valentine's Day;Whole cake;24.50 €
Kid;11.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Weekly;Snack;No;None;Cupcake;3.70 €
Adult;62.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Daily;Celebration;No;None;Wedding cake;66.70 €
Adult;58.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Gathering;Yes;Halloween;Slice;1.80 €
Adult;35.0;Masculine;Lemon;Cream cheese;Chocolate glaze;No;None;Slice;Daily;Gathering;No;None;Slice;1.10 €
Kid;4.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Cupcake;Daily;Birthday;No;None;Cupcake;4.40 €
Adult;45.0;Feminine;Lemon;Cream cheese;Ganache;;Fruits;Wedding cake;Daily;Celebration;No;None;Wedding cake;96.80 €
Adult;52.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Nuts;Wedding cake;Daily;Celebration;Yes;Easter;Wedding cake;82.00 €
Adult;62.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;60.60 €
Adult;44.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Daily;Work event;Yes;Easter;Slice;5.90 €
Adult;61.0;Masculine;Carrot;Lemon curd;Cream cheese frosting;No;None;Whole cake;Sporadic;Gathering;Yes;Easter;Whole cake;39.80 €
Adult;63.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;Yes;Fall;Wedding cake;64.20 €
Adult;20.0;Masculine;Carrot;Cream cheese;Chocolate glaze;Yes;Chocolate chips;Wedding cake;Daily;Work event;Yes;Valentine's Day;Wedding cake;100.00 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;;Slice;Weekly;Snack;No;None;Slice;3.10 €
Adult;49.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Fruits;Wedding cake;Weekly;Gathering;No;None;Wedding cake;84.50 €
Adult;55.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;5.90 €
Adult;49.0;Feminine;Lemon;Cream cheese;Chocolate glaze;Yes;Chocolate chips;Wedding cake;Daily;Wedding;Yes;Valentine's Day;Wedding cake;44.10 €
Adult;40.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;54.50 €
Adult;64.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Whole cake;Weekly;Gathering;No;None;Whole cake;35.50 €
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Celebration;No;None;Cupcake;1.30 €
Adult;34.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Daily;Work event;No;None;Whole cake;27.60 €
Adult;43.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;;None;Slice;Daily;Celebration;No;None;Slice;3.70 €
Kid;11.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;Edible flowers;Cupcake;Daily;Celebration;No;None;Cupcake;5.80 €
Adult;52.0;Feminine;Lemon;Cream cheese;Ganache;Yes;Nuts;Whole cake;Monthly;Wedding;No;None;Whole cake;18.80 €
Adult;22.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Wedding cake;Monthly;Work event;No;None;Wedding cake;82.90 €
Adult;52.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Wedding;No;None;Slice;5.70 €
Adult;55.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Wedding;No;None;Slice;4.80 €
Kid;6.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Slice;Daily;Celebration;Yes;Halloween;Slice;3.80 €
Kid;15.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Slice;Weekly;Birthday;Yes;Fall;Slice;3.40 €
Kid;15.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Sporadic;Birthday;No;None;Slice;4.20 €
Adult;43.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Slice;Monthly;Work event;No;None;Slice;4.70 €
Adult;21.0;Feminine;Lemon;Cream cheese;;No;None;Slice;Weekly;Celebration;Yes;Christmas;Slice;1.60 €
Adult;61.0;Feminine;;Dulce de leche;;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;45.40 €
Adult;39.0;Feminine;Red Velvet;Lemon curd;Ganache;Yes;Nuts;Slice;Daily;Celebration;No;None;Slice;4.50 €
Adult;31.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Work event;Yes;Fall;Slice;5.10 €
Adult;53.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Gathering;Yes;Valentine's Day;Slice;2.80 €
Adult;29.0;Masculine;;Dulce de leche;Ganache;;None;Slice;Daily;Work event;No;None;Slice;4.00 €
Adult;62.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Wedding cake;Monthly;Wedding;No;None;Wedding cake;45.00 €
Kid;17.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;No;None;Cupcake;Daily;Snack;Yes;Valentine's Day;Cupcake;5.30 €
Adult;59.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;37.80 €
Adult;23.0;Masculine;Lemon;Dulce de leche;Ganache;Yes;Chocolate chips;Slice;Monthly;Celebration;No;None;Slice;2.20 €
Adult;63.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Gathering;No;None;Slice;2.30 €
Kid;17.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Monthly;Birthday;No;None;Cupcake;3.40 €
Adult;34.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;46.00 €
Adult;31.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;76.50 €
Adult;19.0;Feminine;Lemon;Dulce de leche;Ganache;Yes;;Whole cake;Weekly;Wedding;No;None;Whole cake;22.20 €
Adult;38.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Whole cake;Monthly;Work event;Yes;Easter;Whole cake;17.80 €
Adult;57.0;Feminine;Lemon;Cream cheese;Ganache;Yes;Edible flowers;Whole cake;Daily;Wedding;Yes;Valentine's Day;Whole cake;23.60 €
Kid;9.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Chocolate chips;Cupcake;Daily;Celebration;No;None;Cupcake;2.80 €
Adult;59.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Chocolate chips;Slice;Monthly;Work event;Yes;Valentine's Day;Slice;3.90 €
Adult;22.0;Feminine;;Cream cheese;Cream cheese frosting;No;None;Whole cake;Sporadic;Work event;Yes;Easter;Whole cake;13.00 €
Kid;16.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Cupcake;Daily;Birthday;Yes;Fall;Cupcake;5.80 €
Adult;52.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Whole cake;Weekly;Work event;Yes;Easter;Whole cake;26.20 €
Adult;19.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Gathering;Yes;Easter;Slice;6.00 €
Kid;7.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;No;None;Slice;Daily;Celebration;No;None;Slice;2.10 €
Adult;63.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Sporadic;Wedding;No;None;Slice;2.20 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Slice;Monthly;Birthday;Yes;Halloween;Slice;4.00 €
Kid;16.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Slice;Weekly;Snack;Yes;Valentine's Day;Slice;5.80 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Cupcake;Daily;Celebration;No;None;Cupcake;1.60 €
Adult;54.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Whole cake;Daily;Celebration;No;None;Whole cake;26.40 €
Adult;47.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Spordic;Celebration;Yes;Christmas;Whole cake;15.30 €
Adult;54.0;Masculine;Red Velvet;Lemon curd;Ganache;No;None;Wedding cake;Monthly;Celebration;No;None;Wedding cake;73.20 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Weekly;Celebration;No;None;Cupcake;4.40 €
Adult;37.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Wedding cake;Monthly;Gathering;No;None;Wedding cake;93.00 €
Adult;37.0;Masculine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Monthly;Work event;Yes;Easter;Wedding cake;57.80 €
Adult;51.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Whole cake;Monthly;Wedding;No;None;Whole cake;21.60 €
Adult;37.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Sporadic;Work event;No;None;Whole cake;34.50 €
Kid;10.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;No;None;Slice;Monthly;Birthday;No;None;Slice;3.00 €
Adult;27.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;16.00 €
Adult;22.0;Masculine;Carrot;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;55.70 €
Adult;63.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Fruits;Slice;Daily;Gathering;No;None;Slice;1.10 €
Kid;7.0;Masculine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Daily;Snack;No;None;Slice;3.60 €
Adult;64.0;Femanine;Lemon;Cream cheese;Ganache;Yes;Fruits;Whole cake;Daily;Work event;No;None;Whole cake;28.00 €
Adult;63.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;2.60 €
Kid;10.0;Feminine;Red Velvet;Strawberry jam;Buttercream;No;None;Slice;Monthly;Celebration;No;None;Slice;1.80 €
Adult;59.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;81.80 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;Edible flowers;Cupcake;Daily;Celebration;No;None;Cupcake;5.20 €
Adult;61.0;Masculine;Carrot;Cream cheese;Chocolate glaze;No;None;Slice;Weekly;Wedding;Yes;Fall;Slice;2.70 €
Kid;8.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Birthday;No;None;Slice;4.10 €
Adult;24.0;Masculine;Carrot;Dulce de leche;Ganache;Yes;Fruits;Slice;Sporadic;Celebration;No;None;Slice;4.10 €
Adult;30.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;95.60 €
Adult;57.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;33.70 €
Kid;7.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Nuts;Cupcake;Weekly;Snack;No;None;Cupcake;2.10 €
Adult;48.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;13.80 €
Adult;50.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;68.00 €
Adult;47.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;33.90 €
Adult;;Masculine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Fruits;Whole cake;Weekly;Gathering;Yes;Valentine's Day;Whole cake;11.00 €
Adult;18.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;37.70 €
Kid;9.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Celebration;No;None;Slice;1.00 €
Adult;46.0;Feminine;Carrot;Dulce de leche;Chocolate glaze;No;None;Slice;Weekly;Work event;No;None;Slice;5.20 €
Kid;16.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Fruits;Slice;Weekly;Birthday;Yes;Fall;Slice;3.50 €
Adult;52.0;Feminine;Red Velvet;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Monthly;Work event;Yes;Halloween;Wedding cake;68.40 €
Adult;45.0;Feminine;Lemon;Dulce de leche;Ganache;Yes;Fruits;Slice;Daily;Wedding;Yes;Halloween;Slice;2.20 €
Adult;18.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;Yes;Valentine's Day;Whole cake;19.70 €
Adult;64.0;Masculine;Carrot;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;85.50 €
Adult;65.0;Masculine;Lemon;Lemon curd;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;35.50 €
Kid;15.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Fruits;Cupcake;Monthly;Snack;Yes;Fall;Cupcake;5.30 €
Kid;14.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Celebration;No;None;Slice;1.20 €
;65.0;Masculine;;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;99.80 €
Kid;8.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;No;None;Slice;Weekly;Snack;No;None;Slice;2.20 €
Adult;23.0;Masculine;Carrot;Lemon curd;Ganache;Yes;Edible flowers;Whole cake;Daily;Work event;No;None;Whole cake;29.90 €
Adult;40.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Celebration;Yes;Halloween;Slice;5.80 €
Adult;35.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;58.30 €
Adult;50.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;28.00 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;;Yes;Nuts;Slice;Sporadic;Snack;No;None;Slice;3.90 €
Kid;13.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Slice;Weekly;Birthday;No;None;Slice;1.60 €
Adult;65.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Daily;Work event;No;None;Wedding cake;49.80 €
Adult;45.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Wedding cake;Sporadic;Celebration;Yes;Fall;Wedding cake;65.50 €
Adult;28.0;Masculine;Lemon;Dulce de leche;Chocolate glaze;Yes;Fruits;Wedding cake;Monthly;Gathering;Yes;Fall;Wedding cake;87.20 €
Adult;35.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Gathering;No;None;Slice;3.50 €
Adult;26.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Slice;Daily;Work event;Yes;Easter;Slice;1.90 €
Kid;5.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Daily;Celebration;No;None;Cupcake;5.00 €
Adult;55.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;Yes;Sprinkles;Whole cake;Weekly;Work event;No;None;Whole cake;28.00 €
Adult;52.0;Masculine;Carrot;Lemon curd;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;16.00 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Buttercream;Yes;Chocolate chips;Cupcake;Daily;Snack;No;None;Cupcake;2.80 €
Adult;28.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Monthly;Wedding;No;None;Wedding cake;52.10 €
Adult;38.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Whole cake;Monthly;Work event;No;None;Whole cake;28.60 €
Adult;52.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Weekly;Work event;Yes;Fall;Slice;5.50 €
Adult;45.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;3.90 €
Adult;33.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;77.00 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Sporadic;Birthday;No;None;Cupcake;3.50 €
Adult;21.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Weekly;Work event;No;None;Whole cake;14.50 €
Kid;9.0;Masculine;Chocolate;Chocolate ganache;Buttercream;Yes;Sprinkles;Cupcake;Daily;Celebration;No;None;Cupcake;4.90 €
Kid;13.0;Feminine;Chocolate;Strawberry jam;Whipped cream;Yes;Chocolate chips;Cupcake;Sporadic;Celebration;No;None;Cupcake;4.00 €
Adult;19.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;94.30 €
Adult;34.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;17.00 €
Adult;19.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Slice;Daily;Wedding;Yes;Christmas;Slice;4.90 €
Adult;64.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Work event;No;None;Whole cake;37.70 €
Adult;50.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Celebration;No;None;Slice;3.80 €
Kid;17.0;Feminine;Chocolate;Strawberry jam;Whipped cream;Yes;Fruits;Cupcake;Daily;Birthday;Yes;Christmas;Cupcake;5.40 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Buttercream;No;None;Slice;Weekly;Birthday;No;None;Slice;4.40 €
Adult;31.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Fruits;Slice;Weekly;Celebration;No;None;Slice;4.70 €
Adult;59.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;71.00 €
Adult;52.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Daily;Wedding;Yes;Fall;Wedding cake;63.70 €
Kid;17.0;Masculine;Chocolate;Chocolate ganache;Buttercream;No;None;Cupcake;Daily;Birthday;No;None;Cupcake;5.70 €
Kid;7.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;No;None;Slice;Weekly;Birthday;No;None;Slice;4.60 €
Kid;8.0;Fem;Chocolate;Strawberry jam;Chocolate glaze;No;None;Slice;Weekly;Birthday;No;None;Slice;2.80 €
Adult;39.0;Masculine;Carrot;Dulce de leche;Ganache;No;None;Slice;Monthly;Work event;Yes;Christmas;Slice;4.90 €
Adult;25.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Work event;Yes;Christmas;Whole cake;31.60 €
Kid;14.0;Masculine;Red Velvet;Chocolate ganache;Buttercream;No;None;Slice;Weekly;Snack;No;None;Slice;4.20 €
Adult;38.0;Masculine;Red Velvet;Cream cheese;Chocolate glaze;Yes;Chocolate chips;Wedding cake;Weekly;Gathering;No;None;Wedding cake;46.50 €
Kid;14.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Nuts;Cupcake;Weekly;Birthday;No;None;Cupcake;3.20 €
Adult;44.0;Feminine;Vannila;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;64.60 €
Adult;63.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Gathering;No;None;Slice;3.90 €
Kid;15.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Edible flowers;Slice;Weekly;Snack;Yes;Christmas;Slice;5.10 €
